"ID","Species","Longitude","Latitude","Common Name","Accuracy: Square Meters","Date","Source","County","Location Quality","Citation"
"gr11608","velutina","-116.9099","33.3378","Arizona ash","","2004-06-25","Tom Chester","San Diego","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce110","velutina","-119.709434","34.459012","Arizona ash","","2007-05-12","BioBlitz Santa Barbara, Santa Barbara Botanic Garden","Santa Barbara","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce143","velutina","-117.619972","34.10523","Arizona ash","","2001-01-01","City of Rancho Cucamonga; Chambers Group Inc.","San Bernardino","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce151","velutina","-118.122167","34.203656","Arizona ash","","2006-01-01","Los Angeles County, Sapphos Environmental, Inc.","Los Angeles","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce153","velutina","-118.44429","33.971623","Arizona ash","","2006-01-01","Coastal Conservancy, Ballona Wetland Restoration Project","Los Angeles","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce162","velutina","-118.170061","34.211553","Arizona ash","","2007-01-01","City of Pasadena","Los Angeles","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce172","velutina","-118.707876","34.10587","Arizona ash","","2008-05-31","National Geographic, National Park Service,  BioBlitz 2008: Santa Monica Mountains National Recreation Area ","Los Angeles","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce173","velutina","-118.284301","34.125731","Arizona ash","","2008-05-31","National Geographic, National Park Service,  BioBlitz 2008: Santa Monica Mountains National Recreation Area ","Los Angeles","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"gr5135","velutina","-118.0973","34.1831","Arizona ash","","2003-01-01","Tom Chester","Los Angeles","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce330","velutina","-118.91962","34.142427","Arizona ash","","2008-05-28","","Ventura","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce358","velutina","-117.875061","33.647921","Arizona ash","","2009-11-13","","Orange","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce449","velutina","-117.423","33.5381","Arizona ash","","1995-01-01","G.F. Hrusa checklists","Riverside","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"casp84","velutina","-118.669939","34.084661","Arizona ash","","1975-01-01","California State Parks","Los Angeles","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"casp15","velutina","-116.29191","33.1364","Arizona ash","","1997-01-01","California State Parks","San Diego","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"casp31","velutina","-116.57409","32.93387","Arizona ash","","1981-01-01","California State Parks","San Diego","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"casp28","velutina","-117.7317","33.91299","Arizona ash","","1985-01-01","California State Parks","San Bernardino","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce645","velutina","-112.111572","36.034963","Arizona ash","","2012-05-30","","?","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce673","velutina","-117.849181","34.410047","Arizona ash","","2012-07-14","LA Co Parks and Recreation Natural Areas","Los Angeles","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"df3879","velutina","-119.803901","37.66377","Arizona ash","","1998-06-24","National Park Service","Mariposa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce1012","velutina","-116.6082","33.250077","Arizona ash","","2012-05-08","","San Diego","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce987","velutina","-116.572494","33.590503","Arizona ash","","2015-05-11","","Riverside","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"ce953","velutina","-120.0416","34.69273","Arizona ash","","2015-11-05","Sedgwick Reserve, University of California Natural Reserve System","Santa Barbara","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
