"ID","Species","Longitude","Latitude","Common Name","Accuracy: Square Meters","Date","Source","County","Location Quality","Citation"
"wb909-138","dipetala","-118.833721","34.135485","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-144","dipetala","-118.844561","34.135322","Two petaled ash","","1978-02-20","UCLA Herbarium","Ventura","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-150","dipetala","-118.839092","34.13315","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-162","dipetala","-118.844365","34.126308","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-168","dipetala","-118.849785","34.126227","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-174","dipetala","-118.847715","34.130767","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-180","dipetala","-118.855204","34.126145","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-186","dipetala","-118.849687","34.12172","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb909-192","dipetala","-118.849588","34.117213","Two petaled ash","","1978-02-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328494","dipetala","-117.26667","33.5","Two petaled ash","","1978-01-01","G.F. Hrusa checklists","Riverside","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb911-108","dipetala","-118.549541","34.102427","Two petaled ash","","1972-04-20","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb913-181","dipetala","-118.823557","34.1167","Two petaled ash","","1959-03-31","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb911-111","dipetala","-118.794008","34.103609","Two petaled ash","","1944-04-06","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr141291","dipetala","-120.110001","35.009998","Two petaled ash","","1939-04-10","California Vegetation Type Map","Santa Barbara","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr153237","dipetala","-120.110001","35.080002","Two petaled ash","","1939-03-24","California Vegetation Type Map","Santa Barbara","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr162107","dipetala","-120.769997","35.979999","Two petaled ash","","1939-02-22","California Vegetation Type Map","Monterey","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb911-110","dipetala","-118.795681","34.105839","Two petaled ash","","1938-02-26","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr165253","dipetala","-120.75","35.630001","Two petaled ash","","1937-03-19","California Vegetation Type Map","San Luis Obispo","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb911-109","dipetala","-118.586359","34.071298","Two petaled ash","","1933-05-17","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb911-107","dipetala","-118.591909","34.107296","Two petaled ash","","1933-04-12","UCLA Herbarium","Los Angeles","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr163355","dipetala","-120.620003","36.240002","Two petaled ash","","1932-05-04","California Vegetation Type Map","Fresno","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr159807","dipetala","-120.790001","36.34","Two petaled ash","","1932-04-26","California Vegetation Type Map","San Benito","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr165195","dipetala","-120.75","36.360001","Two petaled ash","","1932-04-01","California Vegetation Type Map","San Benito","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr145152","dipetala","-120.32","35.979999","Two petaled ash","","1932-03-04","California Vegetation Type Map","Fresno","medium","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328495","dipetala","-117.66667","33.86667","Two petaled ash","","1929-01-01","G.F. Hrusa checklists","Riverside","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"SDSU16158","dipetala","-116.41361","31.54194","Two petaled ash","50000000","2000-04-16","SDSU Herbarium","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1211656","dipetala","-115.93438","31.27548","Two petaled ash","50000000","2010-03-19","Cal BG","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC933903","dipetala","-116.266359","31.898893","Two petaled ash","133714276","1950-05-26","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC651139","dipetala","-116.510128","31.641513","Two petaled ash","25517586","1935-02-01","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC774113","dipetala","-116.273433","31.475241","Two petaled ash","10752100","1947-02-05","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC985005","dipetala","-116.580762","31.894558","Two petaled ash","159932905","1946-04-14","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC985014","dipetala","-116.316667","31.133333","Two petaled ash","50000000","1946-04-14","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC967376","dipetala","-115.923235","30.773696","Two petaled ash","11860294","1953-02-08","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC961874","dipetala","-116.538873","31.86369","Two petaled ash","349402016","1951-03-23","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC1246978","dipetala","-115.886861","31.29271","Two petaled ash","885733347","1951-04-02","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"SDSU08516","dipetala","-116.671827","32.677444","Two petaled ash","8133209","1929-07-15","SDSU Herbarium","San Diego","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UC878075","dipetala","-116.618889","32.371111","Two petaled ash","50000000","1982-04-08","UC/JEPS","?","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"SD00061989","dipetala","-117.47218","33.47035","Two petaled ash","50000000","2007-05-10","SDNHM","San Diego","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"217648","dipetala","-117.029167","33.908333","Two petaled ash","50000000","2002-04-26","Cal Academy","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"684168","dipetala","-117.54924","33.76578","Two petaled ash","50000000","2019-05-30","Cal Academy","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099887","dipetala","-116.80833","33.88167","Two petaled ash","50000000","1997-05-04","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099904","dipetala","-117.67011","33.79","Two petaled ash","50000000","2000-02-19","UC Riverside","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099888","dipetala","-117.02917","33.90833","Two petaled ash","50000000","2002-04-26","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099890","dipetala","-116.86667","33.98333","Two petaled ash","50000000","1998-07-30","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099893","dipetala","-116.85722","33.88556","Two petaled ash","50000000","1976-05-01","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099884","dipetala","-116.8325","33.97167","Two petaled ash","50000000","1998-04-23","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099883","dipetala","-116.78056","33.98528","Two petaled ash","50000000","1998-05-14","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099882","dipetala","-116.99167","33.91667","Two petaled ash","50000000","2008-05-12","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099903","dipetala","-117.56694","33.75417","Two petaled ash","50000000","2012-03-25","UC Riverside","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099902","dipetala","-117.57089","33.75156","Two petaled ash","50000000","2014-05-15","UC Riverside","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099881","dipetala","-117.61194","33.83556","Two petaled ash","50000000","2015-01-02","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099880","dipetala","-116.75028","33.67417","Two petaled ash","50000000","2009-06-23","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099879","dipetala","-117.07539","33.9615","Two petaled ash","50000000","2010-06-09","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0114392","dipetala","-116.78333","33.63333","Two petaled ash","50000000","2021-06-24","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR-298783","dipetala","-116.98333","33.85","Two petaled ash","50000000","2022-03-26","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR-305274","dipetala","-116.937","33.89","Two petaled ash","50000000","2023-04-28","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099885","dipetala","-116.71667","33.58333","Two petaled ash","50000000","1969-05-20","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099891","dipetala","-116.93333","33.88333","Two petaled ash","50000000","1989-05-01","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCR0099886","dipetala","-117.11667","33.95","Two petaled ash","50000000","1994-03-29","UC Riverside","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"15860","dipetala","-116.8258","33.8443","Two petaled ash","785398","1949-04-30","Santa Barbara BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"98328","dipetala","-117.637944","33.828745","Two petaled ash","7068583","1929-04-07","Santa Barbara BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"128669","dipetala","-117.6557","33.8491","Two petaled ash","502654","1977-04-27","Santa Barbara BG","Orange","medium","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"641407","dipetala","-117.589768","33.747897","Two petaled ash","2010619","1956-03-26","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"651911","dipetala","-117.629997","33.82","Two petaled ash","80424","1963-07-26","Cal BG","Orange","medium","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"672592","dipetala","-117.6012","33.8296","Two petaled ash","785398","1968-05-08","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA accession: 1456","dipetala","-117.65","33.84","Two petaled ash","8133209","1929-04-11","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"708779","dipetala","-116.9063","33.9864","Two petaled ash","288426","1924-07-29","Cal BG","Riverside","medium","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"726461","dipetala","-117.58","33.74","Two petaled ash","63787010","1934-09-21","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"726756","dipetala","-117.5826","33.7484","Two petaled ash","73229217","1923-06-24","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"745359","dipetala","-117.621","33.839","Two petaled ash","78539816","1929-04-07","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"765895","dipetala","-116.991667","33.916667","Two petaled ash","50000000","2008-05-12","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"769857","dipetala","-117.233333","33.525","Two petaled ash","50000000","1989-05-09","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"771439","dipetala","-117.116","33.941","Two petaled ash","50000000","1922-05-05","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"901854","dipetala","-117.498199","33.752399","Two petaled ash","785398","1935-06-17","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA0042150","dipetala","-117.63216","33.82249","Two petaled ash","132732289","1977-04-27","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA accession: 5313","dipetala","-117.623857","33.808969","Two petaled ash","12566370","1933-01-05","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"988865","dipetala","-116.780556","33.985278","Two petaled ash","50000000","1998-05-14","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA accession: 5342","dipetala","-117.68955","33.85162","Two petaled ash","3141592","1933-01-04","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1023216","dipetala","-117.589768","33.747897","Two petaled ash","2010619","1955-04-01","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA accession: 1068","dipetala","-117.68955","33.85162","Two petaled ash","3141592","1927-07-26","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1061140","dipetala","-117.24232","33.53939","Two petaled ash","785398","1967-10-22","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1088750","dipetala","-116.9864","33.9002","Two petaled ash","3141592","1996-07-22","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1143147","dipetala","-117.6292","33.8586","Two petaled ash","45364597","1934-04-08","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1154225","dipetala","-117.658387","33.799439","Two petaled ash","3141592","1934-04-06","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1155504","dipetala","-117.58135","33.74936","Two petaled ash","1697166","1925-04-10","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1166062","dipetala","-116.83608","33.88381","Two petaled ash","434746","1955-04-28","Cal BG","Riverside","medium","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1179396","dipetala","-117.6801","33.7907","Two petaled ash","50000000","2000-02-19","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"POM accession: 9233","dipetala","-117.5826","33.7484","Two petaled ash","73229217","1920-04-25","Cal BG","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"1220777","dipetala","-116.8698","33.9016","Two petaled ash","3141592","1945-05-05","Cal BG","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117902","dipetala","-117.597383","33.715267","Two petaled ash","7277449","1976-04-14","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117903","dipetala","-117.569576","33.752125","Two petaled ash","810731","1971-05-01","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117908","dipetala","-117.62616","33.720794","Two petaled ash","4807167","1975-05-02","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117909","dipetala","-117.62796","33.720387","Two petaled ash","7125245","1974-04-09","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117905","dipetala","-117.5863","33.6643","Two petaled ash","38484510","1972-03-27","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117906","dipetala","-117.451788","33.66019","Two petaled ash","39725866","1972-03-10","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117904","dipetala","-117.583591","33.747527","Two petaled ash","785398","1972-06-28","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117912","dipetala","-117.608788","33.837096","Two petaled ash","6714978","1954-03-14","CSU Long Beach","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117913","dipetala","-117.608788","33.837096","Two petaled ash","6714978","1970-04-09","CSU Long Beach","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LOB117901","dipetala","-117.543085","33.747883","Two petaled ash","50000000","2017-03-17","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"3949989","dipetala","-117.454075","33.656978","Two petaled ash","50000000","2020-05-15","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"4558886","dipetala","-117.619827","33.760191","Two petaled ash","50000000","2021-04-08","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"4562323","dipetala","-117.617101","33.76265","Two petaled ash","50000000","2021-04-20","CSU Long Beach","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LA50901","dipetala","-117.61517","33.83592","Two petaled ash","8730137","1933-03-19","UCLA","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LA50896","dipetala","-117.3993","33.65778","Two petaled ash","12730264","1943-03-27","UCLA","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LA50890","dipetala","-117.51577","33.74119","Two petaled ash","16720338","1939-08-04","UCLA","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"LA50902","dipetala","-117.55397","33.76531","Two petaled ash","2010619","1937-09-03","UCLA","Riverside","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCSB006307","dipetala","-117.48014","33.702909","Two petaled ash","785398","1980-05-03","UCSB","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"UCSB006315","dipetala","-117.471636","33.664316","Two petaled ash","50265482","1982-07-20","UCSB","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"IRVC114436","dipetala","-117.609939","33.736885","Two petaled ash","50000000","1985-10-01","UCI","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"IRVC114435","dipetala","-117.478448","33.580168","Two petaled ash","50000000","1986-05-16","UCI","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"IRVC114437","dipetala","-117.480763","33.682487","Two petaled ash","160459","1971-04-25","UCI","Orange","medium","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"5551954","dipetala","-117.464283","33.596983","Two petaled ash","50000000","2001-07-14","UCI","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"5551959","dipetala","-117.468467","33.593367","Two petaled ash","50000000","2001-07-20","UCI","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"SFV109123","dipetala","-117.583333","33.75","Two petaled ash","50000000","1999-04-09","CSU Northridge","Orange","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
