"ID","Species","Longitude","Latitude","Common Name","Accuracy: Square Meters","Date","Source","County","Location Quality","Citation"
"dfa7472","latifolia","-121.839769","39.732198","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7531","latifolia","-121.874149","39.478191","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Glenn","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7561","latifolia","-121.875191","39.428653","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7593","latifolia","-121.813965","39.735811","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7952","latifolia","-121.582925","39.321049","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7971","latifolia","-121.56991","39.321052","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7976","latifolia","-121.569562","39.321029","Oregon ash","","2012-08-22","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5788","latifolia","-121.94305","39.706488","Oregon ash","","2012-08-21","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7375","latifolia","-121.941073","39.728959","Oregon ash","","2012-08-21","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5681","latifolia","-121.940489","39.603065","Oregon ash","","2012-08-20","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5712","latifolia","-121.992806","39.53817","Oregon ash","","2012-08-20","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5971","latifolia","-122.029365","39.833236","Oregon ash","","2012-08-20","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7709","latifolia","-122.02351","39.818447","Oregon ash","","2012-08-20","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7724","latifolia","-121.854143","39.777426","Oregon ash","","2012-08-20","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb1194-1489","latifolia","-121.44382","41.11344","Oregon ash","1200","2012-07-03","","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"oe3705","latifolia","-122.611507","37.958229","Oregon ash","314","2012-07-01","Tamalpais BioBlitzers","Marin","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5634","latifolia","-121.572855","38.943455","Oregon ash","","2012-06-07","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5602","latifolia","-121.613021","39.025063","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5612","latifolia","-121.613054","39.026334","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7070","latifolia","-121.757544","39.094427","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7084","latifolia","-121.769291","39.100507","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7099","latifolia","-121.747644","39.0527","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7130","latifolia","-121.638633","38.909215","Oregon ash","","2012-06-05","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5307","latifolia","-121.358471","39.099294","Oregon ash","","2012-05-17","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5548","latifolia","-121.603335","39.011269","Oregon ash","","2012-05-17","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4599","latifolia","-121.589254","39.1489","Oregon ash","","2012-05-16","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4647","latifolia","-121.481279","39.275644","Oregon ash","","2012-05-16","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5435","latifolia","-121.606709","39.042955","Oregon ash","","2012-05-16","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5448","latifolia","-121.6022","39.040153","Oregon ash","","2012-05-16","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5153","latifolia","-121.945091","39.238519","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5163","latifolia","-121.930515","39.238458","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5177","latifolia","-121.926847","39.2503","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5185","latifolia","-121.850105","39.161552","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5192","latifolia","-121.838741","39.141687","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5208","latifolia","-121.773672","39.102644","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5214","latifolia","-121.772027","39.100762","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5222","latifolia","-121.836504","39.139818","Oregon ash","","2012-05-15","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5091","latifolia","-121.596247","38.894142","Oregon ash","","2012-05-14","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5111","latifolia","-121.67257","38.964537","Oregon ash","","2012-05-14","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5118","latifolia","-121.67437","38.965792","Oregon ash","","2012-05-14","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5124","latifolia","-121.708578","38.988855","Oregon ash","","2012-05-14","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa5135","latifolia","-121.748098","39.072132","Oregon ash","","2012-05-14","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4483","latifolia","-121.387277","38.304337","Oregon ash","","2012-04-20","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4404","latifolia","-121.319063","38.601942","Oregon ash","","2012-04-19","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4537","latifolia","-121.442508","38.446096","Oregon ash","","2012-04-17","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa4674","latifolia","-121.429344","38.441748","Oregon ash","","2012-04-17","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7223","latifolia","-121.475228","38.602379","Oregon ash","","2012-03-19","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"cbo3821","latifolia","-122.579528","38.577257","Oregon ash","","2011-10-30","Dan Gluesenkamp: The Calflora Database; Bay Area Early Detection Network","Napa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1900","latifolia","-122.010698","39.278021","Oregon ash","","2010-11-04","DFW Vegetation Classification and Mapping Program","Colusa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1837","latifolia","-121.559884","38.616202","Oregon ash","","2010-11-02","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1857","latifolia","-121.621357","38.670713","Oregon ash","","2010-11-02","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1865","latifolia","-121.630515","38.680544","Oregon ash","","2010-11-02","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1805","latifolia","-121.839085","38.956256","Oregon ash","","2010-11-01","DFW Vegetation Classification and Mapping Program","Colusa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1828","latifolia","-121.914538","39.118684","Oregon ash","","2010-11-01","DFW Vegetation Classification and Mapping Program","Colusa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1745","latifolia","-122.22176","40.198432","Oregon ash","","2010-10-28","DFW Vegetation Classification and Mapping Program","Tehama","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1654","latifolia","-122.2082","40.209647","Oregon ash","","2010-10-26","DFW Vegetation Classification and Mapping Program","Tehama","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1678","latifolia","-122.200696","40.385987","Oregon ash","","2010-10-26","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1610","latifolia","-121.326437","38.587513","Oregon ash","","2010-10-21","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1636","latifolia","-121.375083","38.568662","Oregon ash","","2010-10-21","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1592","latifolia","-121.271636","38.631186","Oregon ash","","2010-10-20","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa948","latifolia","-122.334131","40.522525","Oregon ash","","2010-10-14","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1559","latifolia","-122.4416","40.597436","Oregon ash","","2010-10-13","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1581","latifolia","-122.44109","40.597595","Oregon ash","","2010-10-13","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa909","latifolia","-122.34041","40.592434","Oregon ash","","2010-10-13","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa918","latifolia","-122.341808","40.55229","Oregon ash","","2010-10-13","DFW Vegetation Classification and Mapping Program","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa364","latifolia","-120.431013","36.84641","Oregon ash","","2010-10-07","DFW Vegetation Classification and Mapping Program","Madera","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa703","latifolia","-119.636404","36.453507","Oregon ash","","2010-09-29","DFW Vegetation Classification and Mapping Program","Fresno","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa538","latifolia","-120.848798","37.366026","Oregon ash","","2010-09-20","DFW Vegetation Classification and Mapping Program","Merced","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa253","latifolia","-121.581053","38.999836","Oregon ash","","2010-09-09","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa266","latifolia","-121.572057","38.953312","Oregon ash","","2010-09-09","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1011","latifolia","-121.577545","39.494105","Oregon ash","","2010-09-08","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa343","latifolia","-121.591239","39.335125","Oregon ash","","2010-09-08","DFW Vegetation Classification and Mapping Program","Butte","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa54","latifolia","-121.524423","38.892455","Oregon ash","","2010-08-20","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa60","latifolia","-121.524066","38.887449","Oregon ash","","2010-08-20","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa13","latifolia","-121.445731","39.02235","Oregon ash","","2010-08-19","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa7","latifolia","-121.409865","39.032121","Oregon ash","","2010-08-19","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1783","latifolia","-121.349173","38.937441","Oregon ash","","2010-08-18","DFW Vegetation Classification and Mapping Program","Placer","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1789","latifolia","-121.575849","39.142267","Oregon ash","","2010-08-18","DFW Vegetation Classification and Mapping Program","Yuba","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1218","latifolia","-121.337405","38.362846","Oregon ash","","2010-07-27","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1224","latifolia","-121.340489","38.361097","Oregon ash","","2010-07-27","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1229","latifolia","-121.341583","38.360319","Oregon ash","","2010-07-27","DFW Vegetation Classification and Mapping Program","Sacramento","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa1167","latifolia","-121.586842","39.092428","Oregon ash","","2010-07-20","DFW Vegetation Classification and Mapping Program","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa361","latifolia","-121.967563","38.520426","Oregon ash","","2010-07-16","DFW Vegetation Classification and Mapping Program","Yolo","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa790","latifolia","-121.967271","38.519991","Oregon ash","","2010-07-16","DFW Vegetation Classification and Mapping Program","Solano","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"dfa588","latifolia","-121.775584","38.519856","Oregon ash","","2010-07-14","DFW Vegetation Classification and Mapping Program","Solano","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr29299","latifolia","-122.163577","37.814094","Oregon ash","","2009-08-26","","Alameda","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr344995","latifolia","-122.964949","38.496089","Oregon ash","","2009-07-10","","Sonoma","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb1194-1488","latifolia","-121.90834","39.18726","Oregon ash","1200","2009-02-06","","Sutter","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr27149","latifolia","-122.12","40.8579","Oregon ash","","2008-05-02","","Shasta","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"wb1194-1487","latifolia","-121.65037","41.01234","Oregon ash","1200","2007-07-28","","Shasta","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr8530","latifolia","-118.425363","35.754673","Oregon ash","","2004-05-07","","Kern","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr1989","latifolia","-122.828","38.1732","Oregon ash","","1999-04-14","","Marin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18461","latifolia","-122.555","38.6477","Oregon ash","","1998-06-21","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr3398","latifolia","-119.907532","37.665342","Oregon ash","","1998-04-25","","Mariposa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328499","latifolia","-121.578","38.1302","Oregon ash","","1998-01-01","G.F. Hrusa checklists","Sacramento","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18432","latifolia","-122.555","38.6477","Oregon ash","","1996-04-14","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328497","latifolia","-121.88333","39.45","Oregon ash","","1996-01-01","G.F. Hrusa checklists","Glenn","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328498","latifolia","-121.88333","39.46667","Oregon ash","","1996-01-01","G.F. Hrusa checklists","Glenn","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr7989","latifolia","-122.6125","37.95667","Oregon ash","","1994-09-10","","Marin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr10025","latifolia","-123.0716","39.1014","Oregon ash","","1994-07-03","","Lake","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr17438","latifolia","-123.65661","39.68222","Oregon ash","","1994-05-13","","Mendocino","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"xr328500","latifolia","-121.192","37.6932","Oregon ash","","1993-01-01","G.F. Hrusa checklists","San Joaquin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18391","latifolia","-122.555","38.6477","Oregon ash","","1992-06-13","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18692","latifolia","-122.227","38.2622","Oregon ash","","1992-05-03","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr2849","latifolia","-119.907532","37.665342","Oregon ash","","1990-04-21","","Mariposa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18658","latifolia","-122.3666","38.3972","Oregon ash","","1990-04-07","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr19899","latifolia","-121.502","38.2598","Oregon ash","","1989-09-10","","Sacramento","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr9026","latifolia","-123.845","41.8751","Oregon ash","","1986-07-06","","Del Norte","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr7851","latifolia","-122.592","37.9274","Oregon ash","","1986-05-18","","Marin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr20234","latifolia","-122.732","38.0258","Oregon ash","","1986-03-01","","Marin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr25901","latifolia","-119.359","36.8005","Oregon ash","","1985-07-14","","Fresno","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr20842","latifolia","-122.4793","38.3779","Oregon ash","","1985-06-29","","Sonoma","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr1289","latifolia","-121.546555","37.625381","Oregon ash","","1984-08-25","","San Joaquin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr18868","latifolia","-122.754","38.0766","Oregon ash","","1981-09-18","","Marin","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr25900","latifolia","-123.008889","38.465469","Oregon ash","","1980-09-27","","Sonoma","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr25899","latifolia","-121.837478","39.728494","Oregon ash","","1980-08-10","","Butte","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"jgr25898","latifolia","-122.150629","38.334622","Oregon ash","","1980-05-04","","Napa","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 10, 2023."
"UC185482","latifolia","-116.616","32.8528","Oregon ash","8133209","1906-01-01","UC/JEPS","San Diego","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
"RSA0197050","latifolia","-117.26418","33.39545","Oregon ash","50000000","2018-08-23","Cal BG","San Diego","low","Consortium of California Herbaria [CCH]. 2023. Specimen data from CCH contributing herbaria. Retrieved from Calflora https://www.calflora.org/ Sep 10, 2023."
