species,x,y,date,name,accuracy,source,quality
Fraxinus velutina,-116.62896,33.28418,1940-10-30,Velvet ash,182466,UC/JEPS,medium
Fraxinus velutina,-116.45676,33.38317,1993-04-28,Velvet ash,50000000,CAPR Colorado Desert District,low
Fraxinus velutina,-116.866667,33.95,1996-05-01,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-117.386111,33.993056,1991-06-10,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-116.84167,33.78333,1978-04-01,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.38611,33.99306,1991-06-10,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.89167,33.79167,2004-07-02,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.89419,33.90297,2012-03-30,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.88017,33.91331,2012-03-21,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.5,33.54167,2021-07-19,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.80139,33.85889,1994-10-06,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.86278,33.96139,1996-05-01,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.5771,33.5793,1940-10-30,Velvet ash,3141592,Cal Poly,low
Fraxinus velutina,-117.46861,33.59278,2006-07-20,Velvet ash,3141592,Santa Barbara BG,low
Fraxinus velutina,-117.28389,33.87778,1992-08-20,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-116.8,33.866667,1994-10-06,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-116.41623,33.57319,2015-07-15,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-116.883333,33.783333,2004-07-02,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.389635,33.541497,1993-05-12,Velvet ash,4523893,Cal BG,low
Fraxinus velutina,-117.386111,33.993056,1991-06-10,Velvet ash,502654,Cal BG,medium
Fraxinus velutina,-116.50373,33.59776,2017-04-06,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.4422,33.5238,1992-04-23,Velvet ash,2030775,Cal BG,low
Fraxinus velutina,-117.58203,33.93317,2014-07-21,Velvet ash,31415,Cal BG,medium
Fraxinus velutina,-117.671426,33.598575,1977-09-01,Velvet ash,7068583,Cal BG,low
Fraxinus velutina,-117.950619,33.960846,2018-04-01,Velvet ash,59228333,CSU Long Beach,low
Fraxinus velutina,-117.643446,33.63231,1977-09-01,Velvet ash,2127891,UCI,low
Fraxinus velutina,-117.464183,33.597383,2001-07-13,Velvet ash,50000000,UCI,low
Fraxinus velutina,-117.58203,33.93317,2014-06-21,Velvet ash,50000000,UC Davis,low
Fraxinus velutina,-117.386111,33.993056,1991-06-10,Velvet ash,50000000,UC Davis,low
Fraxinus velutina,-116.86667,33.95,1996-05-01,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.58194,33.93306,2014-07-21,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.384167,33.550833,2004-05-08,Velvet ash,50000000,CSU Chico,low
Fraxinus velutina,-116.898333,33.796667,2004-07-02,Velvet ash,3141592,UC/JEPS,low
Fraxinus velutina,-116.5485,33.7478,1901-05-17,Velvet ash,1040621150,UC/JEPS,low
Fraxinus velutina,-116.6095,33.6088,1898-06-28,Velvet ash,5309291,UC/JEPS,low
Fraxinus velutina,-116.8236,33.7355,1901-08-01,Velvet ash,12566370,UC/JEPS,low
Fraxinus velutina,-117.3898,33.5522,1993-05-12,Velvet ash,2035830,UC/JEPS,low
Fraxinus velutina,-117.528,33.9579,1917-12-01,Velvet ash,12566370,UC/JEPS,low
Fraxinus velutina,-116.620834,33.61611,1922-06-24,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-116.5055,33.5691,1932-07-04,Velvet ash,7068583,UC/JEPS,low
Fraxinus velutina,-116.5282,33.5494,1901-05-22,Velvet ash,24753390,UC/JEPS,low
Fraxinus velutina,-116.487,33.5747,1932-07-04,Velvet ash,3141592,UC/JEPS,low
Fraxinus velutina,-117.166667,34.3,1994-06-19,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-117.361944,34.028889,1998-05-28,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-117.39,34.04,2000-04-08,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-117.2,34.075,1999-11-11,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.36194,34.02889,1998-05-28,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.35017,34.02417,2000-08-03,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.3,34.04,2000-04-08,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.86667,34.2,1997-05-08,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.475,34.1575,2005-09-24,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.99917,34.08389,2009-05-28,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.88778,34.16222,2009-03-10,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.51783,34.15358,2014-10-14,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.00861,34.10028,1991-06-10,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.18583,34.28667,1992-06-09,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.44472,34.28194,1993-10-14,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.44444,34.20222,1994-04-05,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.47139,34.2675,1992-11-14,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.04964,34.27567,1996-08-17,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.054139,34.27375,1988-08-14,Velvet ash,50000000,Pacific Union,low
Fraxinus velutina,-117.339283,34.295333,2019-05-24,Velvet ash,50000000,Granite Mountains,low
Fraxinus velutina,-118.774531,34.11227,2015-08-26,Velvet ash,50000000,Cal Poly,low
Fraxinus velutina,-118.773369,34.112151,2015-08-26,Velvet ash,50000000,Cal Poly,low
Fraxinus velutina,-118.731839,34.094481,1977-05-09,Velvet ash,113097335,Santa Barbara BG,low
Fraxinus velutina,-116.53706,34.15914,2018-10-20,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.46617,34.22189,1920-05-18,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-117.333333,34.025,2003-10-27,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.497616,34.236763,1934-10-25,Velvet ash,1130973,Cal BG,low
Fraxinus velutina,-117.4751,34.2763,1992-11-14,Velvet ash,1327322,Cal BG,low
Fraxinus velutina,-116.51783,34.15357,2014-10-14,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.538659,34.282466,1968-04-04,Velvet ash,314159265,Cal BG,low
Fraxinus velutina,-117.24767,34.28215,2017-05-25,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.444981,34.202168,1994-04-05,Velvet ash,4523893,Cal BG,low
Fraxinus velutina,-117.491796,34.256719,1931-05-10,Velvet ash,314159265,Cal BG,low
Fraxinus velutina,-116.51772,34.1536,2010-05-31,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.46617,34.22189,1902-07-15,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-117.49708,34.237008,1931-10-24,Velvet ash,1327322,Cal BG,low
Fraxinus velutina,-117.929167,34.131944,2003-03-14,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.887778,34.162222,2009-03-10,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-117.350167,34.024167,2000-08-03,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.888056,34.169167,2008-06-02,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-118.70557,34.084775,1963-05-01,Velvet ash,3141592,UCLA,low
Fraxinus velutina,-118.714943,34.085139,1932-05-30,Velvet ash,NA,UCLA,high
Fraxinus velutina,-118.709753,34.081394,1963-05-01,Velvet ash,125663,UCLA,medium
Fraxinus velutina,-118.899183,34.21702,2001-05-23,Velvet ash,50000000,UCLA,low
Fraxinus velutina,-118.797599,34.120356,1959-03-22,Velvet ash,125663,UCLA,medium
Fraxinus velutina,-117.497813,34.23872,1934-10-25,Velvet ash,1130973,UCLA,low
Fraxinus velutina,-117.4673,34.2654,1933-10-01,Velvet ash,125663,UCLA,medium
Fraxinus velutina,-118.7074,34.0845,1993-09-01,Velvet ash,3141592,UCSB,low
Fraxinus velutina,-116.470833,34.171389,2005-09-24,Velvet ash,50000000,UCI,low
Fraxinus velutina,-116.470833,34.171389,2005-09-24,Velvet ash,50000000,UCI,low
Fraxinus velutina,-117.49828,34.259438,1920-05-18,Velvet ash,167553102,UC/JEPS,low
Fraxinus velutina,-117.333333,34.025,2003-10-27,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-117.7572,34.1278,1934-04-23,Velvet ash,2035830,UC/JEPS,low
Fraxinus velutina,-118.3133,34.234272,1931-03-15,Velvet ash,64468308,UC/JEPS,low
Fraxinus velutina,-117.048333,34.275,1996-08-17,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-118.02667,34.06861,1918-07-28,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-117.91667,34.3,1921-06-20,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-117.338,34.287,1935-05-20,Velvet ash,2035830,UC/JEPS,low
Fraxinus velutina,-117.484292,34.231509,1940-11-01,Velvet ash,1130973,UC/JEPS,low
Fraxinus velutina,-117.291902,34.113067,1887-04-01,Velvet ash,314159265,UC/JEPS,low
Fraxinus velutina,-116.168335,34.046112,1940-10-31,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-117.71528,34.11167,1931-11-05,Velvet ash,50000000,UC/JEPS,low
Fraxinus velutina,-117.9292,34.1319,2003-03-14,Velvet ash,50000000,CA Dept. Food & Agriculture,low
Fraxinus velutina,-116.139386,34.082521,1941-05-26,Velvet ash,314,Joshua Tree NP,high
Fraxinus velutina,-116.139676,34.082785,2011-06-09,Velvet ash,50000000,Joshua Tree NP,low
Fraxinus velutina,-116.142845,34.07809,2011-06-09,Velvet ash,50000000,Joshua Tree NP,low
Fraxinus velutina,-116.140786,34.079176,2011-05-31,Velvet ash,50000000,Joshua Tree NP,low
Fraxinus velutina,-116.133599,34.036667,2009-05-03,Velvet ash,50000000,Joshua Tree NP,low
Fraxinus velutina,-116.931667,34.349167,1998-08-18,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-117.28472,34.53167,1998-10-31,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.93167,34.34917,1998-08-18,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-118.61444,34.49611,2003-04-30,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.24722,34.33917,1949-08-20,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.84694,34.31889,2010-09-13,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.83139,34.33667,2010-09-09,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-118.10969,34.35561,2017-03-29,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.11336,34.39194,2019-06-27,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.27472,34.52167,1991-09-10,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.19917,34.31611,1994-06-19,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.94806,34.35972,1995-06-15,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.45833,34.31667,1996-10-20,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-119.8255,34.507,1958-06-04,Velvet ash,5309291,Cal Poly,low
Fraxinus velutina,-119.319,34.361,1969-09-05,Velvet ash,1767145,Santa Barbara BG,low
Fraxinus velutina,-118.6144,34.4961,2003-04-30,Velvet ash,1767145,Santa Barbara BG,low
Fraxinus velutina,-119.59,34.458,1961-11-07,Velvet ash,3141592,Santa Barbara BG,low
Fraxinus velutina,-119.319,34.361,1969-08-08,Velvet ash,1767145,Santa Barbara BG,low
Fraxinus velutina,-119.591,34.458,1961-11-13,Velvet ash,3141592,Santa Barbara BG,low
Fraxinus velutina,-117.422778,34.325,1995-04-25,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-118.614444,34.496111,2003-04-30,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-118.018745,34.491952,1994-03-30,Velvet ash,4523893,Cal BG,low
Fraxinus velutina,-117.272667,34.3287,2004-10-07,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-116.931667,34.349167,1998-08-18,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.3805,34.3195,1931-09-17,Velvet ash,50265482,UCLA,low
Fraxinus velutina,-116.933333,34.35,1995-06-14,Velvet ash,50000000,UCSB,low
Fraxinus velutina,-119.291324,34.416928,2001-06-29,Velvet ash,50000000,UCSB,low
Fraxinus velutina,-118.595833,34.491667,2003-04-30,Velvet ash,50000000,UCI,low
Fraxinus velutina,-118.614444,34.496111,2003-04-30,Velvet ash,50000000,UCI,low
Fraxinus velutina,-119.589,34.475,1961-11-07,Velvet ash,2010619,UC Davis,low
Fraxinus velutina,-117.34,34.31,1975-05-11,Velvet ash,50000000,CSU Northridge,low
Fraxinus velutina,-118.1097,34.3556,2017-03-29,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.251286,34.475362,1940-11-01,Velvet ash,38484510,UC/JEPS,low
Fraxinus velutina,-117.1982,34.316,1935-05-19,Velvet ash,2035830,UC/JEPS,low
Fraxinus velutina,-117.290734,34.537937,1915-06-25,Velvet ash,38484510,UC/JEPS,low
Fraxinus velutina,-118.531389,34.629444,1995-06-28,Velvet ash,50000000,Cal Academy,low
Fraxinus velutina,-118.72403,34.84767,2009-04-23,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-118.525212,34.69878,1980-03-28,Velvet ash,282743,Cal Poly,medium
Fraxinus velutina,-118.77136,34.75133,2022-06-02,Velvet ash,78,Cal Poly,high
Fraxinus velutina,-118.56611,34.60723,2022-06-15,Velvet ash,452,Cal Poly,high
Fraxinus velutina,-120.295,34.86,1961-01-10,Velvet ash,3141592,Santa Barbara BG,low
Fraxinus velutina,-118.499195,34.696040000000004,1908-06-22,Velvet ash,211240690,Cal BG,low
Fraxinus velutina,-118.718222,34.840861,2009-06-24,Velvet ash,31415,Cal BG,medium
Fraxinus velutina,-118.502315,34.722261,1896-06-09,Velvet ash,50265482,Cal BG,low
Fraxinus velutina,-118.531389,34.629444,1995-06-28,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.336464,34.600701,1905-05-01,Velvet ash,8042477,UC/JEPS,low
Fraxinus velutina,-118.16167,35.84417,1989-05-13,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.95731,35.74431,2004-05-22,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.92361,35.71811,2004-04-24,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-120.36072,35.32633,1955-11-22,Velvet ash,2147483647,Cal Poly,low
Fraxinus velutina,-120.36072,35.32633,1955-11-01,Velvet ash,2147483647,Cal Poly,low
Fraxinus velutina,-118.46668,35.89557,2020-05-26,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.9573,35.7443,2004-05-22,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-114.193324,35.413785,1903-04-15,Velvet ash,7068583,Cal BG,low
Fraxinus velutina,-117.966233,35.748017,2018-04-14,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-118.15,35.81667,1989-05-13,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.9692,35.9317,1931-10-14,Velvet ash,73229217,UC/JEPS,low
Fraxinus velutina,-118.2984,35.2945,1931-06-18,Velvet ash,2035830,UC/JEPS,low
Fraxinus velutina,-118.51258,35.906948,1945-08-10,Velvet ash,15678922,UC/JEPS,low
Fraxinus velutina,-118.16445,35.73029,1932-08-03,Velvet ash,95114,UC/JEPS,medium
Fraxinus velutina,-115.45917,36.08083,1939-07-13,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.29495,36.41202,2007-04-11,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-119.46667,36.725,1997-04-03,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.29345000000001,36.412017,2007-04-11,Velvet ash,50000000,Granite Mountains,low
Fraxinus velutina,-118.03365,36.21205,2017-04-26,Velvet ash,50000000,Granite Mountains,low
Fraxinus velutina,-118.022726,36.321714,1940-11-02,Velvet ash,3141592,Cal Poly,low
Fraxinus velutina,-118.7424,36.1516,1982-05-20,Velvet ash,2010619,Cal Poly,low
Fraxinus velutina,-118.03,36.211,1966-07-10,Velvet ash,3141592,Santa Barbara BG,low
Fraxinus velutina,-118.026,36.3196,1948-10-09,Velvet ash,28274333,Santa Barbara BG,low
Fraxinus velutina,-119.466667,36.725,1997-04-03,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.094946,36.119018,1975-08-02,Velvet ash,785398,Cal BG,low
Fraxinus velutina,-118.157169,36.719056,2003-04-15,Velvet ash,2243175,Cal BG,low
Fraxinus velutina,-118.0195,36.3219,1970-05-10,Velvet ash,13854423,Cal BG,low
Fraxinus velutina,-118.0232,36.3168,1989-05-17,Velvet ash,1130973,Cal BG,low
Fraxinus velutina,-118.062769,36.238497,1970-11-08,Velvet ash,32169908,UC Davis,low
Fraxinus velutina,-118.035376,36.226381,1966-07-10,Velvet ash,38484510,UC Davis,low
Fraxinus velutina,-117.0616,36.85157,1940-04-10,Velvet ash,502654,UC/JEPS,medium
Fraxinus velutina,-118.0588,36.2416,1942-06-07,Velvet ash,384845,UC/JEPS,medium
Fraxinus velutina,-118.02411,36.38329,1906-06-05,Velvet ash,636172,UC/JEPS,medium
Fraxinus velutina,-118.022726,36.321714,1933-08-18,Velvet ash,3141592,UC/JEPS,low
Fraxinus velutina,-118.00556,36.28194,1906-06-05,Velvet ash,113097335,UC/JEPS,low
Fraxinus velutina,-118.0353,36.4895,1912-07-25,Velvet ash,1130973,UC/JEPS,low
Fraxinus velutina,-118.0329,36.3884,1912-07-25,Velvet ash,1327322,UC/JEPS,low
Fraxinus velutina,-119.23942,36.942872,2008-08-12,Velvet ash,50000000,CA Dept. Food & Agriculture,low
Fraxinus velutina,-119.447,37.057,2010-05-21,Velvet ash,50000000,Cal Poly,low
Fraxinus velutina,-122.3297,37.9847,2011-03-31,Velvet ash,50000000,CA Dept. Food & Agriculture,low
Fraxinus velutina,-118.287392,37.407783,2022-07-08,Velvet ash,50000000,"U Nevada, Reno",low
Fraxinus velutina,-123.32417,40.37333,1930-09-26,Velvet ash,2301958,SDSU Herbarium,low
Fraxinus velutina,-115.45,30.68333,1963-12-24,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-115.18333,30.31667,1973-05-05,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-116.31658,32.66585,1903-06-01,Velvet ash,2035830,Cal BG,low
Fraxinus velutina,-116.3269,32.8302,1940-10-29,Velvet ash,2040891,Cal BG,low
Fraxinus velutina,-116.2569,32.6614,1940-10-28,Velvet ash,8133209,Cal BG,low
Fraxinus velutina,-116.68394,32.64244,1948-03-21,Velvet ash,73198885,SDNHM,low
Fraxinus velutina,-116.34326,32.85104,1986-04-11,Velvet ash,2035830,SDNHM,low
Fraxinus velutina,-116.54847,32.94645,1989-06-10,Velvet ash,507693,SDNHM,medium
Fraxinus velutina,-116.51666,32.86375,1972-05-30,Velvet ash,507693,SDNHM,medium
Fraxinus velutina,-116.84698,32.19127,1994-04-26,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-116.33531,32.83308,1940-10-29,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-116.25801,32.61341,1939-10-20,Velvet ash,8133209,SDNHM,low
Fraxinus velutina,-116.76588,32.56693,1940-08-04,Velvet ash,8133209,SDNHM,low
Fraxinus velutina,-116.68174,32.65456,1934-04-15,Velvet ash,507693,SDNHM,medium
Fraxinus velutina,-116.18974,32.61756,1920-01-01,Velvet ash,32532838,SDNHM,low
Fraxinus velutina,-116.68394,32.64244,1948-03-07,Velvet ash,73198885,SDNHM,low
Fraxinus velutina,-116.68394,32.64244,1948-08-17,Velvet ash,73198885,SDNHM,low
Fraxinus velutina,-116.41667,32.1,1968-05-11,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.24993,33.1487,1996-04-04,Velvet ash,507693,SDNHM,medium
Fraxinus velutina,-116.5706,33.355,1978-08-02,Velvet ash,3141592,SDNHM,low
Fraxinus velutina,-116.59818,33.28438,1940-05-23,Velvet ash,2035830,SDNHM,low
Fraxinus velutina,-116.59418,33.28809,1940-05-23,Velvet ash,2035830,SDNHM,low
Fraxinus velutina,-116.64314,33.10065,1940-10-29,Velvet ash,8133209,SDNHM,low
Fraxinus velutina,-116.4958,33.32812,1947-07-15,Velvet ash,2035830,SDNHM,low
Fraxinus velutina,-116.56667,33.35,1972-06-11,Velvet ash,2035830,SDNHM,low
Fraxinus velutina,-117.70611,33.98639,1972-08-29,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.41667,33.57083,1972-05-22,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-117.75083,33.87917,1936-04-27,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.90639,33.99556,1924-07-29,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.60306,33.625,1922-06-24,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.9063,33.9864,1924-07-29,Velvet ash,288426,Cal BG,medium
Fraxinus velutina,-117.642,33.887,1970-10-15,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-116.5771,33.5793,1940-10-30,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-117.3298,33.5967,1966-03-02,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-116.866667,33.95,1996-05-01,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-116.690487,33.76602,1972-04-29,Velvet ash,2112406,CSU Long Beach,low
Fraxinus velutina,-116.41667,33.57083,1972-10-22,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-116.88722,34.02306,1924-07-29,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-118.29881,34.22911,2002-06-24,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-116.169191,34.045672,1922-05-07,Velvet ash,6157521,Cal BG,low
Fraxinus velutina,-117.491796,34.256719,1918-05-30,Velvet ash,314159265,Cal BG,low
Fraxinus velutina,-117.344722,34.283611,1979-05-10,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-117.051667,34.275556,1979-07-03,Velvet ash,314159265,Cal BG,low
Fraxinus velutina,-117.484292,34.231509,1940-11-01,Velvet ash,1130973,Cal BG,low
Fraxinus velutina,-118.820943,34.116574,1932-11-23,Velvet ash,19634954,Cal BG,low
Fraxinus velutina,-118.798753,34.121823,1959-03-22,Velvet ash,785398,Cal BG,low
Fraxinus velutina,-116.139411,34.079871,1942-06-01,Velvet ash,1130973,Cal BG,low
Fraxinus velutina,-117.048333,34.275,1996-08-17,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-118.767447,34.107237,1940-11-28,Velvet ash,785398,Cal BG,low
Fraxinus velutina,-118.74,34.038,1972-05-20,Velvet ash,985203,CSU Long Beach,low
Fraxinus velutina,-117.886595,34.168971,1933-08-20,Velvet ash,3141592,UCLA,low
Fraxinus velutina,-118.296,34.233,2002-06-24,Velvet ash,31415,CSU Northridge,medium
Fraxinus velutina,-118.73184,34.09448,1977-05-09,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.48429,34.23151,1940-11-01,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-117.526889,34.239889,1976-05-28,Velvet ash,50265482,CSU San Bernardino,low
Fraxinus velutina,-117.526889,34.239889,1975-11-05,Velvet ash,50265482,CSU San Bernardino,low
Fraxinus velutina,-117.3123,34.3105,1981-06-04,Velvet ash,8133209,Cal BG,low
Fraxinus velutina,-117.2472,34.3392,1949-08-20,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-117.428354,34.325158,1927-09-09,Velvet ash,12566370,Cal BG,low
Fraxinus velutina,-117.290734,34.537937,1961-09-10,Velvet ash,38484510,Cal BG,low
Fraxinus velutina,-117.319535,34.305687,1965-05-23,Velvet ash,6605198,Cal BG,low
Fraxinus velutina,-117.290734,34.537937,1920-05-17,Velvet ash,38484510,Cal BG,low
Fraxinus velutina,-117.23639,34.41279,1934-06-01,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-120.295,34.86,1961-01-10,Velvet ash,50000000,UC Riverside,low
Fraxinus velutina,-118.0272,36.3206,1936-04-18,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-118.0271,36.3211,1960-06-08,Velvet ash,18095573,Cal BG,low
Fraxinus velutina,-118.032793,36.387819,1906-06-05,Velvet ash,16982271,Cal BG,low
Fraxinus velutina,-118.0232,36.3168,1989-05-17,Velvet ash,1130973,Cal BG,low
Fraxinus velutina,-118.026,36.3196,1948-10-09,Velvet ash,28274333,Cal BG,low
Fraxinus velutina,-118.022726,36.321714,1940-11-02,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-118.022726,36.321714,1933-08-18,Velvet ash,3141592,Cal BG,low
Fraxinus velutina,-118.021633,36.313727,1933-08-18,Velvet ash,1130973,UCLA,low
Fraxinus velutina,-118.118113,36.502006,1912-06-25,Velvet ash,3141592,UCSB,low
Fraxinus velutina,-118.032,36.4307,1940-11-02,Velvet ash,50000000,SDNHM,low
Fraxinus velutina,-116.300832,36.394852,1965-07-22,Velvet ash,50265482,"U Nevada, Reno",low
Fraxinus velutina,-116.306304,36.429264,1970-10-08,Velvet ash,25446,"U Nevada, Reno",medium
Fraxinus velutina,-115.483559,36.123208,1977-05-19,Velvet ash,502654,"U Nevada, Reno",medium
Fraxinus velutina,-116.28971,36.36909,1978-04-29,Velvet ash,2949832,"U Nevada, Reno",low
Fraxinus velutina,-116.32228,36.4182,1960-04-18,Velvet ash,7068583,"U Nevada, Reno",low
Fraxinus velutina,-115.448551,36.084405,1939-07-13,Velvet ash,1521837,"U Nevada, Reno",low
Fraxinus velutina,-115.460006,36.067748,1938-04-30,Velvet ash,1521837,"U Nevada, Reno",low
Fraxinus velutina,-115.473295,36.065272,1939-05-03,Velvet ash,284631,"U Nevada, Reno",medium
Fraxinus velutina,-122.108333,37.45,1959-07-27,Velvet ash,50000000,Cal BG,low
Fraxinus velutina,-118.78043,39.458391,1942-06-15,Velvet ash,1521837,"U Nevada, Reno",low
Fraxinus velutina,-117.580337,34.277653,2008-03-01,Velvet ash,NA,NA,medium
Fraxinus velutina,-121.675015,38.235269,2005-08-15,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus velutina,-121.739543,38.260024,2005-08-16,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus velutina,-117.421999,33.530343,2003-04-08,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,low
Fraxinus velutina,-117.505705,33.968847,2003-04-17,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,low
Fraxinus velutina,-116.830006,33.796025,2003-05-29,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,low
Fraxinus velutina,-116.82963,33.794807,2003-05-29,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,low
Fraxinus velutina,-117.44804,33.507459,2003-07-09,Velvet ash,NA,DFW Vegetation Classification and Mapping Program,low
