species,x,y,date,name,accuracy,source,quality
Fraxinus latifolia,-122.1908,40.4081,1996-04-30,Oregon ash,50000000,CA Dept. Food & Agriculture,low
Fraxinus latifolia,-122.944747,40.65209,2017-09-26,Oregon ash,284631,CA Dept. Food & Agriculture,medium
Fraxinus latifolia,-121.264335,40.942072,1981-07-14,Oregon ash,2949832,BLM Eagle Lake,low
Fraxinus latifolia,-121.0178,41.1881,1990-08-03,Oregon ash,50000000,Cal Academy,low
Fraxinus latifolia,-121.3038,41.3189,1991-07-06,Oregon ash,50000000,Cal Academy,low
Fraxinus latifolia,-121.30631,41.31775,1991-07-06,Oregon ash,50000000,UC Riverside,low
Fraxinus latifolia,-123.752861,41.759056,1982-07-22,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.942944,41.716167,1981-07-21,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.756833,41.683361,1982-07-21,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.924167,41.68675,1982-07-20,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.7775,42.323556,1982-06-23,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.749222,42.296972,1981-07-27,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.709722,42.293,1982-06-23,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.677833,42.279417,1979-06-25,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.867111,42.258472,1982-07-26,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.14225,41.826944,1978-06-20,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.466333,41.46675,1979-06-26,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-122.302444,41.968306,1978-06-17,Oregon ash,50000000,Pacific Union,low
Fraxinus latifolia,-123.311167,41.844567,2011-07-08,Oregon ash,50000000,Cal Poly,low
Fraxinus latifolia,-123.9431,41.8362,1941-08-01,Oregon ash,785398,Santa Barbara BG,low
Fraxinus latifolia,-122.502747,41.900101,1903-07-04,Oregon ash,3516585,Cal BG,low
Fraxinus latifolia,-123.84599,41.87244,1941-07-27,Oregon ash,125663,Cal BG,medium
Fraxinus latifolia,-122.842441,41.832093,1934-09-15,Oregon ash,4523893,Cal BG,low
Fraxinus latifolia,-121.30649,41.320527,1991-07-06,Oregon ash,4523893,Cal BG,low
Fraxinus latifolia,-122.6637,41.8389,1951-06-02,Oregon ash,302211361,Cal BG,low
Fraxinus latifolia,-123.45835,41.87701,1956-08-14,Oregon ash,234139,Cal BG,medium
Fraxinus latifolia,-122.6452,41.8285,1940-11-08,Oregon ash,2091848,Cal BG,low
Fraxinus latifolia,-123.3594,41.2846,1959-10-24,Oregon ash,14102,Cal BG,high
Fraxinus latifolia,-124.147027,41.928172000000004,1962-06-08,Oregon ash,3141592,UCSB,low
Fraxinus latifolia,-123.258041,41.864839,1962-06-10,Oregon ash,31415,UCSB,medium
Fraxinus latifolia,-121.409744,41.043167,1962-07-06,Oregon ash,502654,CSU Humboldt,medium
Fraxinus latifolia,-122.839444,41.833889,1934-09-15,Oregon ash,50000000,CSU Humboldt,low
Fraxinus latifolia,-123.848198,41.871639,1927-08-24,Oregon ash,4675946,CSU Humboldt,low
Fraxinus latifolia,-122.5714,41.8476,1927-08-26,Oregon ash,55571,CSU Humboldt,medium
Fraxinus latifolia,-123.941205,41.838169,1941-08-01,Oregon ash,125663,CSU Humboldt,medium
Fraxinus latifolia,-123.8513,41.8788,1975-07-05,Oregon ash,31415,CSU Humboldt,medium
Fraxinus latifolia,-123.50122,41.39201,1975-06-22,Oregon ash,1539380,CSU Humboldt,low
Fraxinus latifolia,-123.44547,41.46022,1970-06-14,Oregon ash,4411502,CSU Humboldt,low
Fraxinus latifolia,-122.68258,41.84261,1970-07-17,Oregon ash,237582,CSU Humboldt,medium
Fraxinus latifolia,-123.9098,41.6873,1963-07-01,Oregon ash,179450,CSU Humboldt,medium
Fraxinus latifolia,-122.69213,41.13875,1959-10-23,Oregon ash,8265165,UC/JEPS,low
Fraxinus latifolia,-121.2823,41.3246,1893-06-08,Oregon ash,12566370,UC/JEPS,low
Fraxinus latifolia,-123.57147,41.10212,1899-05-01,Oregon ash,2147483647,UC/JEPS,low
Fraxinus latifolia,-123.94194,41.83639,1941-08-01,Oregon ash,50000000,UC/JEPS,low
Fraxinus latifolia,-123.80579,41.07618,1902-04-01,Oregon ash,78539816,UC/JEPS,low
Fraxinus latifolia,-123.9117,41.8563,1934-06-22,Oregon ash,72583,UC/JEPS,medium
Fraxinus latifolia,-122.50275,41.9001,1903-07-04,Oregon ash,3523236,UC/JEPS,low
Fraxinus latifolia,-122.26962,41.20832,1904-09-01,Oregon ash,18505014,UC/JEPS,low
Fraxinus latifolia,-122.64111,41.73234,1908-07-15,Oregon ash,51174332,UC/JEPS,low
Fraxinus latifolia,-123.99099,41.72756,1950-07-08,Oregon ash,8265165,UC/JEPS,low
Fraxinus latifolia,-122.54423,41.88813,1940-06-20,Oregon ash,14998670,UC/JEPS,low
Fraxinus latifolia,-123.5431,43.475,1977-06-07,Oregon ash,73229217,Oregon State University,low
Fraxinus latifolia,-123.6167,42.03,1919-08-23,Oregon ash,2035830,Oregon State University,low
Fraxinus latifolia,-122.9475,42.4553,1979-08-10,Oregon ash,507693,Oregon State University,medium
Fraxinus latifolia,-124.4206,42.705963,1947-05-22,Oregon ash,1171667485,Oregon State University,low
Fraxinus latifolia,-123.560734,43.378222,1957-05-12,Oregon ash,1171667485,Oregon State University,low
Fraxinus latifolia,-123.5833,42.5933,1936-09-06,Oregon ash,2035830,Oregon State University,low
Fraxinus latifolia,-123.6508,42.2072,1926-03-11,Oregon ash,8133209,Oregon State University,low
Fraxinus latifolia,-124.03737,42.51955,1988-05-10,Oregon ash,2035830,Oregon State University,low
Fraxinus latifolia,-123.5431,43.475,1977-09-25,Oregon ash,73229217,Oregon State University,low
Fraxinus latifolia,-123.6506,42.1944,1928-05-29,Oregon ash,507693,Oregon State University,medium
Fraxinus latifolia,-123.41655,42.96343,1949-05-25,Oregon ash,2035830,Oregon State University,low
Fraxinus latifolia,-124.18296,42.01959,1913-08-02,Oregon ash,292916871,Oregon State University,low
Fraxinus latifolia,-123.3272,42.4392,1909-07-03,Oregon ash,73229217,Oregon State University,low
Fraxinus latifolia,-123.5431,43.475,1978-07-31,Oregon ash,73229217,Oregon State University,low
Fraxinus latifolia,-119.785914,37.672376,1944-06-27,Oregon ash,7068583,Yosemite NP,low
Fraxinus latifolia,-121.229817,37.66499,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.230575,37.663154,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.374588,37.821925,2005-08-03,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.378567,37.822863,2005-08-03,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.379824,37.835515,2005-08-03,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.375158,37.85809,2005-08-03,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.420445,37.811689,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.418273,37.810173,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.44105,37.801527,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.432039,37.800596,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.589862,38.13263,2005-08-09,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.598586,38.148975,2005-08-09,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.590782,38.152459,2005-08-09,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.559216,38.188313,2005-08-09,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.537012,38.212623,2005-08-09,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.583126,38.289564,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.579996,38.30053,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.57869,38.303019,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.574723,38.306432,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.553239,38.370611,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.523732,38.229372,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.526477,38.228118,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.526509,38.226523,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.503382,38.245128,2005-08-11,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.63343,38.291116,2005-08-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.633079,38.29213,2005-08-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.629469,38.29198,2005-08-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.62633,38.291096,2005-08-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.629771,38.291128,2005-08-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.586065,38.327251,2005-08-23,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.611969,38.28862,2005-08-23,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.589006,38.323664,2005-08-23,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.728915,38.299877,2005-08-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.777627,38.260661,2005-08-25,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.774412,38.260204,2005-08-25,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.770477,38.261749,2005-08-25,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.420436,38.237579,2005-08-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.41236,38.233316,2005-08-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.428536,38.255144,2005-08-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.451202,38.255004,2005-08-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.478056,38.032202,2005-08-25,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.580625,38.298789,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.581975,38.294624,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.601438,38.232018,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.577317,38.303056,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.608102,38.210297,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.638414,38.190114,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.616779,38.195359,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.603486,38.237864,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.587973,38.284873,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.57878,38.30311,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.583054,38.295024,2005-08-30,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.557586,38.363834,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.572821,38.35035,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.58114,38.343971,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.579676,38.345666,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.579932,38.346606,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.600931,38.259047,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.59993,38.260018,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.556226,38.209049,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.555888,38.219192,2005-08-31,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.72878,38.101466,2005-09-06,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.395043,37.810165,2005-09-07,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.418884,37.816165,2005-09-07,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.549579,37.820082,2005-09-08,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.630599,38.552313,2005-09-12,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.601029,38.554523,2005-09-12,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.63042,38.531531,2005-09-12,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.500923,37.785577,2005-07-08,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.469323,38.259603,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.460891,38.26052,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.446578,38.255844,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.446266,38.261904,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.446157,38.263264,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.43896,38.260447,2005-09-15,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.654183,38.317779,2005-09-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.641024,38.35718,2005-09-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.29242,37.913686,2005-09-21,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.306411,37.917664,2005-09-21,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.630745,38.531282,2005-06-24,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.626522,38.515057,2005-10-17,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.426917,38.258141,2005-11-17,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.583535,38.572317,2005-11-21,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.583275,38.569187,2005-11-21,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.435712,38.257889,2005-07-12,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.405517,38.261006,2005-07-17,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.405761,38.259225,2005-07-14,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.409903,38.256947,2005-07-14,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.405847,38.255847,2005-07-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.407551,38.255789,2005-07-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.419089,38.269724,2005-07-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.408267,38.269064,2005-07-19,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.472002,38.269722,2005-07-20,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.462878,38.267134,2005-07-20,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.4994,38.255369,2005-07-27,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.459319,38.270025,2005-07-20,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.480565,38.26914,2005-07-20,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.496182,38.258491,2005-07-20,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.409028,38.265605,2005-07-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.420877,38.261556,2005-07-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.418207,38.262962,2005-07-22,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,high
Fraxinus latifolia,-121.181264,37.691342,2005-07-26,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.495189,38.273897,2005-07-28,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.185826,37.692593,2005-07-29,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.225728,37.669624,2005-08-04,Oregon ash,NA,DFW Vegetation Classification and Mapping Program,medium
Fraxinus latifolia,-121.361453,39.398063,2005-07-06,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.303875,39.309831,2005-07-05,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.722465,39.815872,2005-07-12,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.707369,39.867654,2005-07-05,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.946301,38.823726,2005-07-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.946431,38.823611,2005-07-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.947253,38.819851,2005-07-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.308876,39.111822,2005-08-05,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.24101,39.11734,2005-08-05,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.244271,39.112749,2005-08-05,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.96503,38.82455,2005-08-08,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.587729,38.19108,2005-07-12,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.936238,40.417332,2006-06-07,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.036857,38.93269,2006-06-26,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.038053,38.931999,2006-06-26,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.204724,39.312045,2006-06-12,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.641795,39.647499,2006-04-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.981206,38.802387,2006-04-27,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.977511,38.80681,2006-05-02,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.32703,37.749214,2006-04-26,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.927386,38.814282,2006-05-31,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.927063,38.813483,2006-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.94673,38.823229,2006-06-14,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.826056,38.14806,2006-05-08,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-122.089773,40.306264,2006-06-06,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.729223,39.803539,2005-05-04,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-122.06037,40.13752,2005-05-10,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.962361,38.819971,2005-07-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.548925,38.044696,2005-06-01,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-122.18051,40.276339,2005-05-12,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-122.178709,40.295885,2005-05-23,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.937669,40.112593,2005-06-07,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.686981,38.320008,2005-07-14,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.942929,38.528579,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.940858,38.530012,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.962567,40.244589,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.966255,40.243297,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-122.017072,40.108646,2005-05-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.953736,38.818289,2005-07-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.722889,39.811245,2005-05-25,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.724072,39.808582,2005-05-25,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.778093,39.767449,2005-05-26,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.762033,39.772387,2005-05-26,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.763909,39.77129,2005-05-25,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.953877,38.819426,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.965736,38.824833,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.012916,38.764303,2005-06-16,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.962247,38.82115,2005-06-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.012604,38.763946,2005-06-16,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.26321,37.779948,2005-06-21,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.265229,37.770138,2005-06-22,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.814553,40.193769,2005-06-22,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-121.750103,40.081079,2005-06-30,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",medium
Fraxinus latifolia,-120.964274,38.823978,2005-03-07,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",high
Fraxinus latifolia,-122.038865,40.105054,2005-05-10,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",high
Fraxinus latifolia,-122.040372,40.104697,2005-05-10,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",high
Fraxinus latifolia,-122.012002,40.107089,2005-05-11,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",high
Fraxinus latifolia,-121.28852,39.107551,2005-03-15,Oregon ash,NA,"CNPS Vegetation Program, DFW Vegetation Classification and Mapping Program",high
